,CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
0,12347,5,382.52,711.79,558.1719999999999,2790.8599999999997,11.173616734626606,12.787814508789404,14.524555155041819,32.40828991780311,29.105723683739065,59,297,0
1,12359,3,547.5,1803.1100000000006,1153.3100000000002,3459.9300000000003,3.9850517206995515,60.177518042272524,10.901954663822677,15.01908998158922,9.916385591616015,119,261,7
2,12362,5,303.76000000000005,829.9900000000001,510.9080000000001,2554.5400000000004,5.787343318170786,20.945062516147715,21.498978289633357,17.343631338714598,34.42498453733352,2,225,6
3,12380,2,607.5500000000001,626.0100000000001,616.7800000000001,1233.5600000000002,7.052757871526313,14.64055254709945,43.411751353805236,12.569311585978793,22.32562664159019,8,115,1
4,12381,1,1227.3899999999999,1227.3899999999999,1227.3899999999999,1227.3899999999999,8.455340193418555,35.27403677722648,22.14536536879069,10.522327866448318,23.60292979411597,49,49,4
5,12388,5,124.05000000000001,902.0900000000001,498.85200000000003,2494.26,13.591205407615886,11.80510451997787,20.251697898374665,33.592327985053686,20.75966418897789,5,256,0
6,12395,8,149.97000000000003,346.1,235.22125000000003,1881.7700000000002,39.19820169308683,21.570117495761963,15.690015251598227,12.69549413584019,10.846171423712777,42,301,8
7,12397,1,1214.81,1214.81,1214.81,1214.81,13.338711403429349,31.041891324569278,10.085527778006439,14.557832088968647,30.97603740502629,65,65,4
8,12406,1,1486.7,1486.7,1486.7,1486.7,5.440236765991793,7.557005448308334,26.309275576780795,29.00383399475348,31.6896482141656,113,113,4
9,12408,4,56.900000000000006,751.4900000000001,525.8,2103.2,11.340813997717763,18.23126664130848,35.57864206922785,12.782902244199319,22.0663750475466,28,190,1
10,12415,13,61.199999999999996,22775.930000000008,7754.733076923077,100811.53,13.586025328650402,16.425224376616445,15.068097865392977,26.05171253724648,28.868939892093692,29,267,2
11,12417,7,259.39,562.69,395.1671428571429,2766.17,11.197431828123362,44.74959962692098,8.088801483639834,22.485602837135822,13.478564224180003,36,287,7
12,12423,7,84.92,347.35,234.35285714285718,1640.4700000000003,19.75409486305753,19.905880631770163,32.04935171018061,5.0412381817405985,23.249434613251076,30,283,6
13,12428,8,373.72,2462.4199999999996,933.6074999999998,7468.859999999999,11.750521498595505,40.74115728504752,14.398582916268346,20.204288204625605,12.905450095463033,50,213,7
14,12429,3,437.97999999999996,1281.5000000000002,948.2933333333334,2844.88,5.56367931160541,32.27904164674784,16.19330165068474,38.06487444110121,7.899102949860802,102,295,0
15,12431,11,118.8,640.1,436.6827272727272,4803.509999999999,4.363059512731316,29.06624530811844,12.670942706479222,18.05658778684754,35.843164685823496,49,303,6
16,12432,3,454.6,2862.0600000000004,1338.8866666666668,4016.6600000000003,10.725329004695444,53.80091917165007,11.172466676293238,9.829061956949307,14.472223190411931,100,102,7
17,12433,3,1867.9800000000002,2608.1100000000006,2131.743333333334,6395.230000000001,23.01809317256767,12.499159529837076,16.470087862359915,17.712263671517675,30.300395763717642,21,303,4
18,12437,12,65.1,501.64000000000004,248.27166666666665,2979.2599999999998,27.65116169787129,35.18658995858032,11.4290125735921,2.6583782550029205,23.074857514953376,8,261,8
19,12438,1,890.0699999999998,890.0699999999998,890.0699999999998,890.0699999999998,15.497657487613337,26.41927039446336,15.457211230577371,10.38120597256396,32.24465491478199,70,70,4
20,12444,3,562.54,1870.1999999999998,1063.2699999999998,3189.8099999999995,1.2790730482379828,53.90132954627392,10.514419354130814,18.350622764365284,15.954555286992017,15,101,7
21,12449,3,777.95,1087.6999999999998,908.1933333333333,2724.58,4.675950054687327,34.909967774849704,18.680310359761872,23.00501361677763,18.72875819392347,21,117,6
22,12451,2,2388.31,2817.5099999999998,2602.91,5205.82,22.598553157811835,10.611200540933034,23.01078408396756,7.013304340142381,36.7661578771452,148,254,4
23,12456,2,940.1700000000001,1298.08,1119.125,2238.25,11.89590081536915,46.19457165196024,8.805986820060316,9.402434938009606,23.701105774600688,61,184,4
24,12471,21,29.700000000000003,1954.8400000000001,537.162380952381,11280.410000000002,11.608177362347643,44.01125491006089,12.26834840223006,14.68022882147014,17.431990503891253,8,294,7
25,12472,5,545.3299999999999,1631.3000000000009,951.7460000000001,4758.7300000000005,16.55504725000157,17.55405328732666,18.034013276651542,10.429253183097172,37.42763300292304,68,299,9
26,12473,2,514.06,595.73,554.895,1109.79,24.04959496841745,22.837653970571008,16.602240063435424,6.577821029203723,29.932689968372394,44,121,8
27,12474,13,7.800000000000001,776.3200000000002,326.9423076923077,4250.25,18.849244162108114,14.766190224104465,26.310922886889003,6.6125522028116,33.46109052408682,28,259,9
28,12476,7,12.45,1406.5699999999997,517.5785714285713,3623.0499999999993,5.531251293799425,47.31096727895006,13.653137549854408,12.388733249610139,21.115910627785986,14,291,7
29,12477,3,2216.5199999999995,4169.58,2914.0166666666664,8742.05,1.6950257662676376,35.45278281409966,15.785656682357113,37.04863275776277,10.017901979512816,30,231,4
30,12480,3,557.6800000000001,816.2500000000002,714.9833333333336,2144.9500000000007,11.648756381267624,23.87468239352898,19.329121890953164,16.3896594326208,28.757779901629394,73,266,6
31,12481,8,134.82,1001.21,512.0375,4096.3,12.850133046895978,25.184922979273978,14.902472963406002,15.379732929717061,31.682738080706983,109,295,6
32,12483,6,8.5,507.56,262.59333333333336,1575.5600000000002,9.89235573383432,18.660031988626262,30.526289065475137,20.138871258473177,20.782451953591103,28,269,6
33,12484,4,140.0,1246.4899999999996,904.175,3616.7,12.609008211905884,27.63568999364061,13.999502308734488,21.98744712030304,23.76835236541599,30,266,6
34,12490,6,331.50000000000006,1035.8200000000002,592.0983333333334,3552.59,10.549486431026377,13.450750016185376,38.739623767448535,7.391790215026221,29.868349570313484,23,259,1
35,12517,3,379.25000000000006,771.7500000000001,639.3166666666667,1917.95,10.363669543001642,15.975390390781827,28.506478271070673,12.572799082353553,32.5816627127923,3,120,6
36,12518,2,324.83,524.9000000000001,424.865,849.73,11.820225248019959,19.023689877961235,23.372129970696577,9.579513492521153,36.204441410801074,7,40,9
37,12523,8,102.95,204.75,142.76625,1142.13,13.569383520264767,27.584425590782136,19.71054083160411,17.30976333692312,21.825886720425867,9,261,6
38,12524,6,289.1,1094.33,520.4133333333333,3122.48,14.520509338730752,22.554187696958824,18.621416310112473,3.705388024903282,40.59849862929466,92,263,9
39,12528,4,229.0,493.53,319.0425,1276.17,7.712138664911415,50.028601205168584,10.931145537036603,12.7530031265427,18.575111466340687,44,242,7
40,12539,3,1085.99,1715.8500000000004,1505.8966666666665,4517.69,3.081220712355208,34.32617111842557,18.17610327401836,16.9599950417138,27.456509853487077,192,263,4
41,12540,13,277.48,1380.1099999999997,801.3492307692306,10417.539999999999,9.894274464028936,39.397496913858745,14.112736788147684,10.346684533968673,26.248807299995967,7,291,6
42,12553,7,6.3,664.0100000000001,340.4700000000001,2383.2900000000004,12.308195813350451,21.147237642083,29.14668378585904,15.331747290510172,22.06613546819732,40,259,6
43,12560,2,144.0,1268.61,706.305,1412.61,16.81426579169056,17.134948782749664,12.072688144640066,27.28283107156257,26.69526620935715,42,73,6
44,12562,4,388.64,650.0000000000001,498.4675,1993.87,8.45090201467498,22.045068133830192,35.83583683991434,3.4756528760651406,30.192540135515355,11,128,1
45,12567,8,286.34,1650.0999999999992,945.4549999999999,7563.639999999999,7.580212701820817,35.232374888281306,14.835052963916848,15.012612974705302,27.33974647127574,26,299,6
46,12569,15,60.650000000000006,324.98,141.732,2125.98,8.314283295233258,35.25903348102993,16.843055908334044,17.187367708068752,22.396259607334027,22,182,6
